candidate,case_key,source_run,group_size,group_match,candidate_status,source_text_kind,pass1_blocks_present,pass1_blocks_absent,ghost_answers,ghost_answers_with_value,false_absent
deepseek-v4-flash-nothink,36:15776:36-15776-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:15776:36-15776-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:15776:36-15776-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:15776:36-15776-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:15776:36-15776-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:15801:36-15801-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:15801:36-15801-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:15801:36-15801-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:15801:36-15801-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:15801:36-15801-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:15926:36-15926-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:15926:36-15926-0,36,4,False,complete,abstract,1,3,0,0,0
gemma4-31b,36:15926:36-15926-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:15926:36-15926-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:15926:36-15926-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:15950:36-15950-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:15950:36-15950-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:15950:36-15950-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:15950:36-15950-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:15950:36-15950-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:15955:36-15955-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:15955:36-15955-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:15955:36-15955-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:15955:36-15955-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:15955:36-15955-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16024:36-16024-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:16024:36-16024-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:16024:36-16024-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:16024:36-16024-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:16024:36-16024-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:16050:36-16050-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16050:36-16050-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16050:36-16050-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16050:36-16050-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16050:36-16050-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16292:36-16292-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:16292:36-16292-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:16292:36-16292-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:16292:36-16292-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:16292:36-16292-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:16323:36-16323-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16323:36-16323-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16323:36-16323-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16323:36-16323-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16323:36-16323-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16425:36-16425-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16425:36-16425-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16425:36-16425-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16425:36-16425-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16425:36-16425-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16492:36-16492-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16492:36-16492-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16492:36-16492-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16492:36-16492-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16492:36-16492-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16511:36-16511-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:16511:36-16511-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:16511:36-16511-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:16511:36-16511-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:16511:36-16511-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:16600:36-16600-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16600:36-16600-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16600:36-16600-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16600:36-16600-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16600:36-16600-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:16852:36-16852-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:16852:36-16852-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:16852:36-16852-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:16852:36-16852-0,36,4,False,complete,abstract,4,0,0,0,3
qwen3.5-397b,36:16852:36-16852-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:16899:36-16899-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:16899:36-16899-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:16899:36-16899-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:16899:36-16899-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:16899:36-16899-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:16922:36-16922-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:16922:36-16922-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:16922:36-16922-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:16922:36-16922-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:16922:36-16922-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:16923:36-16923-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:16923:36-16923-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:16923:36-16923-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:16923:36-16923-0,36,4,True,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:16923:36-16923-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:16992:36-16992-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:16992:36-16992-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:16992:36-16992-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:16992:36-16992-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:16992:36-16992-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17008:36-17008-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17008:36-17008-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:17008:36-17008-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17008:36-17008-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17008:36-17008-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17011:36-17011-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17011:36-17011-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17011:36-17011-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17011:36-17011-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17011:36-17011-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17122:36-17122-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17122:36-17122-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17122:36-17122-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17122:36-17122-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17122:36-17122-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17155:36-17155-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:17155:36-17155-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:17155:36-17155-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:17155:36-17155-0,36,4,True,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:17155:36-17155-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:17165:36-17165-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:17165:36-17165-0,36,4,False,complete,abstract,1,3,0,0,0
gemma4-31b,36:17165:36-17165-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:17165:36-17165-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:17165:36-17165-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:17209:36-17209-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17209:36-17209-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17209:36-17209-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17209:36-17209-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17209:36-17209-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17227:36-17227-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:17227:36-17227-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:17227:36-17227-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:17227:36-17227-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:17227:36-17227-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:17371:36-17371-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17371:36-17371-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:17371:36-17371-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17371:36-17371-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17371:36-17371-0,36,4,False,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17446:36-17446-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17446:36-17446-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17446:36-17446-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17446:36-17446-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17446:36-17446-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17455:36-17455-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17455:36-17455-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17455:36-17455-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17455:36-17455-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17455:36-17455-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17498:36-17498-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17498:36-17498-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17498:36-17498-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17498:36-17498-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17498:36-17498-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17599:36-17599-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17599:36-17599-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17599:36-17599-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17599:36-17599-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17599:36-17599-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17683:36-17683-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17683:36-17683-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17683:36-17683-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17683:36-17683-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17683:36-17683-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17700:36-17700-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17700:36-17700-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17700:36-17700-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17700:36-17700-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17700:36-17700-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17751:36-17751-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:17751:36-17751-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:17751:36-17751-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:17751:36-17751-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:17751:36-17751-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:17814:36-17814-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:17814:36-17814-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:17814:36-17814-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:17814:36-17814-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:17814:36-17814-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:17816:36-17816-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:17816:36-17816-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:17816:36-17816-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:17816:36-17816-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:17816:36-17816-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:17821:36-17821-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17821:36-17821-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17821:36-17821-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17821:36-17821-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17821:36-17821-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:17827:36-17827-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:17827:36-17827-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:17827:36-17827-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:17827:36-17827-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:17827:36-17827-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:17927:36-17927-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:17927:36-17927-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:17927:36-17927-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:17927:36-17927-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:17927:36-17927-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:17958:36-17958-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:17958:36-17958-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:17958:36-17958-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:17958:36-17958-0,36,4,True,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:17958:36-17958-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:17979:36-17979-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:17979:36-17979-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:17979:36-17979-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:17979:36-17979-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:17979:36-17979-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18033:36-18033-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18033:36-18033-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18033:36-18033-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18033:36-18033-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18033:36-18033-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18201:36-18201-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18201:36-18201-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18201:36-18201-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18201:36-18201-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18201:36-18201-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18203:36-18203-0,36,4,False,complete,abstract,1,3,3,3,0
gpt-5-mini,36:18203:36-18203-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:18203:36-18203-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:18203:36-18203-0,36,4,False,complete,abstract,1,3,2,2,0
qwen3.5-397b,36:18203:36-18203-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:18253:36-18253-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18253:36-18253-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18253:36-18253-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18253:36-18253-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18253:36-18253-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18402:36-18402-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18402:36-18402-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:18402:36-18402-0,36,4,False,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18402:36-18402-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18402:36-18402-0,36,4,False,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18417:36-18417-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:18417:36-18417-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:18417:36-18417-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:18417:36-18417-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:18417:36-18417-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:18438:36-18438-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18438:36-18438-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18438:36-18438-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18438:36-18438-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18438:36-18438-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18452:36-18452-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18452:36-18452-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18452:36-18452-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18452:36-18452-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18452:36-18452-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18476:36-18476-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:18476:36-18476-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:18476:36-18476-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:18476:36-18476-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:18476:36-18476-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:18483:36-18483-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18483:36-18483-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18483:36-18483-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18483:36-18483-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18483:36-18483-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18502:36-18502-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18502:36-18502-0,36,4,False,complete,abstract,3,1,0,0,0
gemma4-31b,36:18502:36-18502-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18502:36-18502-0,36,4,True,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18502:36-18502-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18593:36-18593-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18593:36-18593-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18593:36-18593-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18593:36-18593-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18593:36-18593-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18635:36-18635-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:18635:36-18635-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:18635:36-18635-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:18635:36-18635-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:18635:36-18635-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:18743:36-18743-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-mini,36:18743:36-18743-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:18743:36-18743-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:18743:36-18743-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:18743:36-18743-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:18811:36-18811-0,36,4,False,complete,abstract,2,2,0,0,0
gpt-5-mini,36:18811:36-18811-0,36,4,True,complete,abstract,2,2,0,0,0
gemma4-31b,36:18811:36-18811-0,36,4,True,complete,abstract,2,2,0,0,0
gpt-5-nano,36:18811:36-18811-0,36,4,False,complete,abstract,2,2,0,0,0
qwen3.5-397b,36:18811:36-18811-0,36,4,True,complete,abstract,2,2,0,0,0
deepseek-v4-flash-nothink,36:18837:36-18837-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:18837:36-18837-0,36,4,True,complete,abstract,4,0,0,0,0
gemma4-31b,36:18837:36-18837-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:18837:36-18837-0,36,4,True,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:18837:36-18837-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:18840:36-18840-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18840:36-18840-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18840:36-18840-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18840:36-18840-0,36,4,False,complete,abstract,3,1,0,0,0
qwen3.5-397b,36:18840:36-18840-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18938:36-18938-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:18938:36-18938-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:18938:36-18938-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-nano,36:18938:36-18938-0,36,4,False,complete,abstract,3,1,0,0,2
qwen3.5-397b,36:18938:36-18938-0,36,4,True,complete,abstract,3,1,0,0,0
deepseek-v4-flash-nothink,36:18945:36-18945-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-mini,36:18945:36-18945-0,36,4,False,complete,abstract,4,0,0,0,0
gemma4-31b,36:18945:36-18945-0,36,4,True,complete,abstract,4,0,0,0,0
gpt-5-nano,36:18945:36-18945-0,36,4,False,complete,abstract,4,0,0,0,0
qwen3.5-397b,36:18945:36-18945-0,36,4,True,complete,abstract,4,0,0,0,0
deepseek-v4-flash-nothink,36:18950:36-18950-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:18950:36-18950-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:18950:36-18950-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:18950:36-18950-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:18950:36-18950-0,36,4,False,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:18998:36-18998-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-mini,36:18998:36-18998-0,36,4,True,complete,abstract,1,3,0,0,0
gemma4-31b,36:18998:36-18998-0,36,4,True,complete,abstract,1,3,0,0,0
gpt-5-nano,36:18998:36-18998-0,36,4,False,complete,abstract,1,3,0,0,0
qwen3.5-397b,36:18998:36-18998-0,36,4,True,complete,abstract,1,3,0,0,0
deepseek-v4-flash-nothink,36:19029:36-19029-0,36,4,True,complete,abstract,3,1,0,0,0
gpt-5-mini,36:19029:36-19029-0,36,4,True,complete,abstract,3,1,0,0,0
gemma4-31b,36:19029:36-19029-0,36,4,True,complete,abstract,3,1,0,0,0
